id,song_title,song_artist,label
T2_TRAIN_0380,Moviendo Caderas,Yandel (Ft. Daddy Yankee),S
T2_TRAIN_0381,Enamorada Y Herida,Marisela,NR
T2_TRAIN_0382,Deja el misterio,Alejo & Lil Joujou,S
T2_TRAIN_0383,Amor de Mentiras,Dulce,NR
T2_TRAIN_0384,Descansa en Paz Yeruza,"Jonna Torres, Jota Rivers, Palerrmo, Dei V, Clue (PR), Rvsell, YOVNGCHIMI, Espano, JonLee (PR) & Mathew (Ft. KAY KAY (PR) & Sahir)",H
T2_TRAIN_0385,Me Tienes Loco,KEVIN ROLDAN,S
T2_TRAIN_0386,Intro (A.D.R.O.M.I.C.F.M.S.),Yung Beef,NR
T2_TRAIN_0387,El Taxi,"Pitbull (Ft. Dayami La Musa, Osmani Garcia ""La Voz"" & Sensato)",S
T2_TRAIN_0388,La que se fue,Pedro Infante,NR
T2_TRAIN_0389,Perréame,Wisin & Yandel (Ft. Jowell & Randy),S
T2_TRAIN_0390,Fantasía o Realidad,Alex Ubago,NR
T2_TRAIN_0391,Quisiera Ser Como El Cactus,Phuyu y la Fantasma,NR
T2_TRAIN_0392,Las nachas,Banda Machos,S
T2_TRAIN_0393,Maldito Duende,Héroes Del Silencio,NR
T2_TRAIN_0394,No Drama,Becky G & Ozuna,S
T2_TRAIN_0395,La calandria,Ramón Ayala y Sus Bravos Del Norte,NR
T2_TRAIN_0396,Ya no eres la misma,Drew K. & Piru,NR
T2_TRAIN_0397,MUJER FINA,"Jere Klein, Lucky Brown & Adan La Amenaza",S
T2_TRAIN_0398,Mi Rival,GOMZ,NR
T2_TRAIN_0399,Si Te Gusta,Andynsane,S
T2_TRAIN_0400,Morena Mía,Girl Ultra,S
T2_TRAIN_0401,La Rueda,Frankie Ruiz,V
T2_TRAIN_0402,Por Mi Timidez,Antony Santos,H
T2_TRAIN_0403,Pedro Navaja,Willie Colón & Rubén Blades,V
T2_TRAIN_0404,La Descarada,Reyli,S
T2_TRAIN_0405,Amorcito corazón,Luis Miguel,NR
T2_TRAIN_0406,La luz de mis ojos,Elvis Martinez,S
T2_TRAIN_0407,Me Llamo Raquel,Banda Machos,V
T2_TRAIN_0408,El Tucanazo,Los Tucanes De Tijuana,NR
T2_TRAIN_0409,El Maleante,Héctor & Tito,NR
T2_TRAIN_0410,Besos Mojados,Wisin & Yandel,S
T2_TRAIN_0411,Lento,Daniel Santacruz,NR
T2_TRAIN_0412,Nadie Se Meta,Ala Jaza,NR
T2_TRAIN_0413,Regresa Hermosa,Gerardo Ortiz,NR
T2_TRAIN_0414,No Llores,D.OZi (Ft. Divino),H
T2_TRAIN_0415,Llorar Lloviendo,Toby Love,NR
T2_TRAIN_0416,Vamos Pa’ La Calle,Bad Bunny & Héctor “El Father”,NR
T2_TRAIN_0417,Voy Pa’llá,Antony Santos,S
T2_TRAIN_0418,El Último Adiós,Paulina Rubio,NR
T2_TRAIN_0419,Algo De Mi,Conjunto Primavera,NR
T2_TRAIN_0420,El katch,El Komander,S
T2_TRAIN_0421,Cuatro Babys,"Maluma (Ft. Bryant Myers, Juhn, Noriel & Trap Capos)",S
T2_TRAIN_0422,No Pares,Nico Rengifo,NR
T2_TRAIN_0423,Quisiera Ser,Alejandro Sanz,NR
T2_TRAIN_0424,Arrasando,Thalía,S
T2_TRAIN_0425,El Baile De La Gambeta,Bersuit Vergarabat,NR
T2_TRAIN_0426,A Labio Dulce,Iskander,S
T2_TRAIN_0427,Tú Me Quemas,Chino & Nacho (Ft. Gente de Zona & Los Cadillac's),S
T2_TRAIN_0428,Estoy Peleando Aquí,Los Violadores,V
T2_TRAIN_0429,Pa’ Todo El Año,José Alfredo Jiménez,NR
T2_TRAIN_0430,Tanto Que Te Amo Tanto,Cabas,NR
T2_TRAIN_0431,Claro que sí,Franky Style & C.R.O (Bardero$),S
T2_TRAIN_0432,Tu No Puedes Conmigo,Willie Colón & Héctor Lavoe,NR
T2_TRAIN_0433,Serenata Sin Luna,José Alfredo Jiménez,NR
T2_TRAIN_0434,De Nina A Mujer,Julio Iglesias,NR
T2_TRAIN_0435,La Pampara,Rochy RD (Ft. Chuky De Lewa),NR
T2_TRAIN_0436,Fino y Elegante,MECHAYRXMEO & Il Nene De Oro,S
T2_TRAIN_0437,Pa’ que afinquen,Cheo Feliciano,NR
T2_TRAIN_0438,Perra,J Balvin & Tokischa,S
T2_TRAIN_0439,Sola,Anuel AA,S
T2_TRAIN_0440,Envolver Remix,Anitta & Justin Quiles,S
T2_TRAIN_0441,Aquí Estás (Tejanas Unidas En Cristo),"Genyva Salas (Ft. Aisha Aparicio, Alyssa Torres, Angelique, Anikka Garza, Christine Phillips, Cortney, Cristina Salinas, Crystal Torres, Demmi García, Di Marie, Krystalina Vallejo, Machy de la, Magali de la Rosa, Margarita Canela, Marisela Hernández, Mónica Saldivar, Patsy Torres, Perla Quintanilla, Rebecca Valadez, Sarah Monique, Savannah Votion, Shelly Lares, Stephanie Bergara & Vee González)",NR
T2_TRAIN_0442,GAFAS DE SOL,Yandel,S
T2_TRAIN_0443,No Tengas Miedo de Llorar,Pesado,NR
T2_TRAIN_0444,El Patrocinador,Junior H & Grupo Firme,H
T2_TRAIN_0445,Banda De Camión,El Alfa,S
T2_TRAIN_0446,El Mario de Tu Mujer,Don Miguelo (Ft. Sensato),S
T2_TRAIN_0447,Qué Nos Pasó?,Reyli,NR
T2_TRAIN_0448,Diez Mil Maneras,David Bisbal,NR
T2_TRAIN_0449,Sabor a Mí,Álvaro Carrillo,NR
T2_TRAIN_0450,Las Pibas Quieren Sexo,Pibes Chorros,S
T2_TRAIN_0451,Mi Cabeza Está Mal,Chiki Wanted,S
T2_TRAIN_0452,El Patrón,Banda MS de Sergio Lizárraga,H
T2_TRAIN_0453,Sin Piedad,Mozart La Para (Ft. Light GM),H
T2_TRAIN_0454,No Hay Manera,Akwid,V
T2_TRAIN_0455,Corrido de Nicolaza,El compadre enamorado Jose Luis Chavez,NR
T2_TRAIN_0456,El Cocodrilo,Banda MS de Sergio Lizárraga,S
T2_TRAIN_0457,Mujeres de El Hierro,José Antonio Ramos (Ft. Luis Morera Felipe),NR
T2_TRAIN_0458,Si Estuviésemos Juntos,Bad Bunny,NR
T2_TRAIN_0459,La Güera Salomé,Lia Crucet,S
T2_TRAIN_0460,Difamando,Jamby El Favo,V
T2_TRAIN_0461,Sorpresas,Rubén Blades y Seis del Solar,V
T2_TRAIN_0462,El Latido,Carlos Vives (Ft. Elenco de El club de los Graves),NR
T2_TRAIN_0463,Bajo Mundo,Bulin 47 & Breyco En Producidera,S
T2_TRAIN_0464,Ángel,Yuridia,NR
T2_TRAIN_0465,Nada Personal,Soda Stereo,S
T2_TRAIN_0466,De Hoy En Adelante,Milie,S
T2_TRAIN_0467,La Respuesta,Becky G & Maluma,S
T2_TRAIN_0468,Vine a Buscarte,Fonseca,NR
T2_TRAIN_0469,La Difícil,Bad Bunny,S
T2_TRAIN_0470,Carta De Verano,Joe Veras,V
T2_TRAIN_0471,LA FUNDA,Myke Towers,S
T2_TRAIN_0472,Mi Secreto,Carla Morrison,NR
T2_TRAIN_0473,El Pistolón (Remix),Yaga & Mackie (Ft. Arcángel),NR
T2_TRAIN_0474,El Baile del Perrito,Wilfrido Vargas,S
T2_TRAIN_0475,De Los Besos Que Te Di,Christian Nodal,NR
T2_TRAIN_0476,ESTILAZO,Marshmello (Ft. Tokischa),S
T2_TRAIN_0477,Media vuelta,José Alfredo Jiménez,V
T2_TRAIN_0478,Duele Saber,Juan Botello & Marcelino Mendoza,NR
T2_TRAIN_0479,Caviar,Lenny Tavárez,S
T2_TRAIN_0480,Travesuras,Nicky Jam,S
T2_TRAIN_0481,Eres Mi Pasión,Coalo Zamorano,NR
T2_TRAIN_0482,La burrita,Antony Santos,V
T2_TRAIN_0483,Venezia (En Vivo),Hombres G & Los Enanitos Verdes,NR
T2_TRAIN_0484,En Definitiva,Alfredo Olivas,S
T2_TRAIN_0485,Amanece,Anuel AA & Fino Como El Haze,S
T2_TRAIN_0486,Pin Pun,Lapiz Conciente,S
T2_TRAIN_0487,Te Amo,Franco De Vita,NR
T2_TRAIN_0488,Con Zapatos De Tacón,Bronco,S
T2_TRAIN_0489,Los chicos no lloran,Miguel Bosé,NR
T2_TRAIN_0490,Guallando,Fulanito,S
T2_TRAIN_0491,Nereyda,Raulin Rodriguez,NR
T2_TRAIN_0492,Chambea,Bad Bunny,S
T2_TRAIN_0493,Ballantains,Violadores del Verso,S
T2_TRAIN_0494,La Vacuna,Thalía,NR
T2_TRAIN_0495,La Vida,Henry Santos,S
T2_TRAIN_0496,Volando Bajo,Los Blenders,S
T2_TRAIN_0497,Carismático,Babasónicos,S
T2_TRAIN_0498,Enciende la mecha (Remix),Bufank,H
T2_TRAIN_0499,De Vuelta Pa’ La Vuelta,Daddy Yankee & Marc Anthony,H
T2_TRAIN_0500,La Engañadora,Buena Vista Social Club,H
T2_TRAIN_0501,Me Enamoré de Ti,Maluma,V
T2_TRAIN_0502,Me Vuelvo Loco,Abraham Mateo & CNCO,NR
T2_TRAIN_0503,Hay Cariño,Víctor Manuelle,V
T2_TRAIN_0504,El Infiernito,Calibre 50,V
T2_TRAIN_0505,Quizás,"Rich Music, Dalex & Sech (Ft. Feid, Justin Quiles, Lenny Tavárez, Wisin & Zion)",S
T2_TRAIN_0506,Lloré,Héctor Lavoe,H
T2_TRAIN_0507,Empecé de Cero,Miky Woodz,NR
T2_TRAIN_0508,Invéntame,Marco Antonio Solís,NR
T2_TRAIN_0509,Te Olvidaré,TINI,NR
T2_TRAIN_0510,La Pareja Ideal,Marisela (Ft. Marco Antonio Solís),NR
T2_TRAIN_0511,Doble Filo,Romeo Santos,H
T2_TRAIN_0512,Me Liberé,El Gran Combo de Puerto Rico,NR
T2_TRAIN_0513,La Romana,Bad Bunny (Ft. El Alfa),S
T2_TRAIN_0514,Si Te Vuelvo a Ver,La Maquinaria Norteña,NR
T2_TRAIN_0515,Maliante HP,Benny Benni (Ft. Anuel AA),S
T2_TRAIN_0516,Amor Tóxico,Alex Gárgolas & Lyanno,S
T2_TRAIN_0517,Me Está Gustando,Banda Los Recoditos,NR
T2_TRAIN_0518,Vuelta a la Luna (Remix),YSY A (Ft. Duki & Neo Pistea),H
T2_TRAIN_0519,Complicado y aturdido,Los Pericos,NR
T2_TRAIN_0520,Muro de cristal,Tom Boyle,NR
T2_TRAIN_0521,Kemba Walker,Eladio Carrión & Bad Bunny,V
T2_TRAIN_0522,Si Te Pudiera Mentir,Marco Antonio Solís,NR
T2_TRAIN_0523,Así No Te Amará Jamás,Amanda Miguel,V
T2_TRAIN_0524,Dile,Tony Vega,NR
T2_TRAIN_0525,La Culebra,Banda Machos,NR
T2_TRAIN_0526,Cuestión de Tiempo,Justin Quiles (Ft. Jory Boy),H
T2_TRAIN_0527,Control,Alex Rose & De La Ghetto,S
T2_TRAIN_0528,Dos Caminos,Kitty110,NR
T2_TRAIN_0529,La Chona,Los Tucanes De Tijuana,NR
T2_TRAIN_0530,Atrapados En El Ascensor,Un pinguino en mi ascensor,V
T2_TRAIN_0531,A Gritos de Esperanza,Alex Ubago,NR
T2_TRAIN_0532,Me Persigue Tu Sombra,Chalino Sánchez,NR
T2_TRAIN_0533,Sedúceme,La India,NR
T2_TRAIN_0534,Quiéreme Mientras Se Pueda,Manuel Turizo,NR
T2_TRAIN_0535,Me Canse De Ser La Otra,La India,S
T2_TRAIN_0536,El Farolito,Juan Luis Guerra,NR
T2_TRAIN_0537,Ponte en mi lugar,Siniestro Total,S
T2_TRAIN_0538,Me canse de Rogarte,Nydshe Flow,NR
T2_TRAIN_0539,Alguien Te Va A Hacer Llorar,Intocable,NR
T2_TRAIN_0540,Con Calma,Daddy Yankee (Ft. Snow),S
T2_TRAIN_0541,La Rompe Corazones,Daddy Yankee (Ft. Ozuna),S
T2_TRAIN_0542,Estos Celos,Vicente Fernández,NR
T2_TRAIN_0543,El Loco Más Loco,Cartel de Santa,S
T2_TRAIN_0544,Me Gustas Mucho,Código FN,NR
T2_TRAIN_0545,Los Calientes,Babasónicos,V
T2_TRAIN_0546,Dinero Limpio / Sucio,Chino El Negro & Darell,H
T2_TRAIN_0547,Dos Mujeres,Daddy Yankee,H
T2_TRAIN_0548,"Volver, Volver",Vicente Fernández,NR
T2_TRAIN_0549,Baila Baila Baila,Ozuna,V
T2_TRAIN_0550,Decomputao,Kiry Curu & Rochy RD,S
T2_TRAIN_0551,Me Olvide De Vivir,Julio Iglesias,NR
T2_TRAIN_0552,La Chapa Que Vibran,La Materialista,S
T2_TRAIN_0553,Ya Lo Sabía,Miranda​!,NR
T2_TRAIN_0554,Diosa,Myke Towers,S
T2_TRAIN_0555,Si me conoces tanto (¿por qué me haces sufrir​?​),Aiko el grupo,NR
T2_TRAIN_0556,Hasta aquí llegaste,Darío Gómez,V
T2_TRAIN_0557,A Dónde Vamos A Parar,Marco Antonio Solís,NR
T2_TRAIN_0558,Eres Mía,Romeo Santos,V
T2_TRAIN_0559,La Popi,Kiko El Crazy,S
T2_TRAIN_0560,Amiga Veneno,Zacarías Ferreira,S
T2_TRAIN_0561,La chiflera,Fefita La Grande,S
T2_TRAIN_0562,El Amor Que Me Tenía (Versión Acústica),Ricardo Arjona & Pablo Alborán,NR
T2_TRAIN_0563,Baila Sin Parar / Quiero Beber / Pero Sin Hojas de Laurel / Esa Mujer / El Polvito,Ulises Bueno,V
T2_TRAIN_0564,Sola Con Mi Soledad,Marisela,NR
T2_TRAIN_0565,PERO TÚ,KAROL G & Quevedo,NR
T2_TRAIN_0566,RICKY RICON,"Aqua VS, FloyyMenor & Lewis Somes",S
T2_TRAIN_0567,El Mensaje,Blessd,S
T2_TRAIN_0568,La Ocasión,"DJ Luian, Mambo Kingz & De La Ghetto (Ft. Anuel AA, Arcángel & Ozuna)",S
T2_TRAIN_0569,TUSA (KAROL G & Nicki Minaj) Cover,AleXa,NR
T2_TRAIN_0570,Te quiero ver hoy,Angel y Khriz,S
T2_TRAIN_0571,Una Locura,"Ozuna, J Balvin & Chencho Corleone",S
T2_TRAIN_0572,El Dos Letras,Virlán García,NR
T2_TRAIN_0573,Ojalá Que Te Mueras,Pesado,H
T2_TRAIN_0574,Los dueños del pabellon,Damas Gratis,NR
T2_TRAIN_0575,Con Olor A Hierba,Emmanuel,NR
T2_TRAIN_0576,Dejame intentar,Ulises Bueno,S
T2_TRAIN_0577,Chingo a su madre el buey,Los Inquietos del Norte,V
T2_TRAIN_0578,Muriendo De Envidia,C. Tangana & Eliades Ochoa,S
T2_TRAIN_0579,Encantadora,Yandel,S
T2_TRAIN_0580,La Leyenda del Hada y el Mago,Rata Blanca,NR
T2_TRAIN_0581,Como Antes,Bad Bunny,V
T2_TRAIN_0582,Santo Niño De Atocha,Molotov,NR
T2_TRAIN_0583,Callaita,Bad Bunny & Tainy,S
T2_TRAIN_0584,C****n y Vago,El Fantasma (Ft. Los Dos Carnales),NR
T2_TRAIN_0585,A Los Cuatro Vientos,Elenco de Violetta (Ft. Rock Bones & TINI),NR
T2_TRAIN_0586,Caray,Juan Gabriel,V
T2_TRAIN_0587,0 Sentimientos,Jon Z,S
T2_TRAIN_0588,Yo No Nací Para Amar,Juan Gabriel,NR
T2_TRAIN_0589,Rompecabezas,Los Concorde,H
T2_TRAIN_0590,Ego Herido,Sobrepensante,S
T2_TRAIN_0591,Pedacito De Cielo,Christian Daniel,V
T2_TRAIN_0592,Ella se hizo deseo,Tito Rojas,S
T2_TRAIN_0593,"Libre, Solterito y Sin Nadie",Leo Dan,NR
T2_TRAIN_0594,Pierde El Control,Aniel,S
T2_TRAIN_0595,No Te Imaginas,Rels B & Morad,NR
T2_TRAIN_0596,Guaro (Remix),"Pipe Bueno (Ft. Alzate, Carín León, Darío Gómez, El Charrito Negro, Jessi Uribe, Jhon Alex Castaño, Jhonny Rivera, Juan Pablo Navarrete, Luis Alberto Posada Hernández & Yeison Jimenez)",S
T2_TRAIN_0597,Fantasías,Rauw Alejandro & Farruko,S
T2_TRAIN_0598,Hawái (Remix),Maluma & The Weeknd,NR
T2_TRAIN_0599,Pa Jamaica,El Alfa (Ft. Big O),NR
T2_TRAIN_0600,Amor Platónico,Los Tucanes De Tijuana,S
T2_TRAIN_0601,Cerdo,Molotov,V
T2_TRAIN_0602,Que precio tiene el cielo,David Barrull,NR
T2_TRAIN_0603,Mal Acostumbrao,Mau y Ricky & Maria Becerra,S
T2_TRAIN_0604,Entre rejas,Lisandro Meza,H
T2_TRAIN_0605,Piensa En Mi,Agustín Lara,S
T2_TRAIN_0606,Tarde O Temprano,Camilo Sesto,NR
T2_TRAIN_0607,Porque Me Enamore De Ti,Los Tucanes De Tijuana,S
T2_TRAIN_0608,Coleccionista de Canciones,Camila,NR
T2_TRAIN_0609,Me Gusta,NATTI NATASHA,NR
T2_TRAIN_0610,Sin Contrato (Remix),Maluma (Ft. Don Omar & Wisin),S
T2_TRAIN_0611,Quiero Bailar Contigo,Chayanne,S
T2_TRAIN_0612,Soltera,Lunay (Ft. Chris Jedi & Gaby Music),S
T2_TRAIN_0613,Te Quiero A Morir,Zacarías Ferreira,NR
T2_TRAIN_0614,Culpable Soy Yo,Gera MX,V
T2_TRAIN_0615,Me Caiste Del Cielo,Cornelio Reyna,NR
T2_TRAIN_0616,Si Dios me quita la vida,Raphael (ESP),NR
T2_TRAIN_0617,La Múcura,Texas Tornados,NR
T2_TRAIN_0618,Plástico,Willie Colón & Rubén Blades,H
T2_TRAIN_0619,A Chillar a Otra Parte,Pesado,H
T2_TRAIN_0620,Tu Nuevo Cariñito,Los Rieleros Del Norte,H
T2_TRAIN_0621,El baleado,Larry hernndez,NR
T2_TRAIN_0622,Oye Mi Amor,Maná,NR
T2_TRAIN_0623,Hechizo De Luna,Edgar Joel,NR
T2_TRAIN_0624,No me digas que no,Xtreme (Band),NR
T2_TRAIN_0625,China,"Anuel AA, Daddy Yankee & KAROL G (Ft. J Balvin & Ozuna)",S
T2_TRAIN_0626,Aqui Estoy,Micro TDH,NR
T2_TRAIN_0627,Porque te fuiste,El Polaco,NR
T2_TRAIN_0628,Mami Tu Quiere,Andy Boy,S
T2_TRAIN_0629,Baraja De Oro,Chalino Sánchez,V
T2_TRAIN_0630,No Me Conoce (Remix),"JHAYCO, J Balvin & Bad Bunny",S
T2_TRAIN_0631,Cómo Te Voy a Olvidar,Los Ángeles Azules & Vicentico,NR
T2_TRAIN_0632,Nadie como tú (a dueto con leonel garcia) - en vivo,Presuntos Implicados,NR
T2_TRAIN_0633,Apiádate de mí,David calzado y su charanga habanera,S
T2_TRAIN_0634,Parásito,Molotov,V
T2_TRAIN_0635,Falsas Esperanzas,Luz Gaggi,NR
T2_TRAIN_0636,Ayer La Vi Por La Calle,Los Rieleros Del Norte,V
T2_TRAIN_0637,"Buenos Días, Amor",José José,S
T2_TRAIN_0638,"El Perro, El Gato Y Yo - En Vivo","Guardianes Del Amor (Ft. El Mimoso Luis Antonio López & Gerardo ""Quirri"" Padilla)",NR
T2_TRAIN_0639,Que Calor,Pibes Chorros,NR
T2_TRAIN_0640,Tu No Vive Así,Arcángel & Bad Bunny (Ft. DJ Luian & Mambo Kingz),V
T2_TRAIN_0641,Permítame,Tony Dize (Ft. Yandel),S
T2_TRAIN_0642,Vuelvo A Caer,Dani MDR & Flowtiago,S
T2_TRAIN_0643,Valió La Pena,Marc Anthony,NR
T2_TRAIN_0644,Andrea,Pibes Chorros,S
T2_TRAIN_0645,Te dejo libre,Zacarías Ferreira,NR
T2_TRAIN_0646,Señora De Las Cuatro Décadas,Ricardo Arjona,V
T2_TRAIN_0647,Ojitos Traidores,Javier Solís,NR
T2_TRAIN_0648,Ya No Hables,Grupo Niche,NR
T2_TRAIN_0649,Tren al sur,Los Prisioneros,NR
T2_TRAIN_0650,La Mamá de la Mamá,"El Alfa, CJ & Chael Produciendo (Ft. El Cherry Scom)",S
T2_TRAIN_0651,Te amaré toda la vida,Javier Solís,NR
T2_TRAIN_0652,Se Te Olvida,Ramona,NR
T2_TRAIN_0653,Como Yo Le Doy,Pitbull (Ft. Don Miguelo),S
T2_TRAIN_0654,Talento De Televisión,Willie Colón & Rubén Blades,S
T2_TRAIN_0655,Sin Tu Cariño,Rubén Blades,NR
T2_TRAIN_0656,El Lago,Mägo de Oz,NR
T2_TRAIN_0657,Carolina,Pibes Chorros,S
T2_TRAIN_0658,Se Pareció Tanto a Ti,Grupo Niche,S
T2_TRAIN_0659,Ponte Pa’ Mí,"Rauw Alejandro, Myke Towers & Sky Rompiendo",S
T2_TRAIN_0660,Una Tarde Fue (2009 Mix),Los Temerarios,NR
T2_TRAIN_0661,Mi Niña Bonita (Urban Remix),Chino & Nacho (Ft. Angel y Khriz),NR
T2_TRAIN_0662,Solo Pienso en Ti,Paulo Londra (Ft. De La Ghetto & Justin Quiles),S
T2_TRAIN_0663,De un rancho a otro,Vicente Fernández,NR
T2_TRAIN_0664,La Atorranta,Verónica Ávila,V
T2_TRAIN_0665,Cicatrices,Natos y Waor,S
T2_TRAIN_0666,Mi Cubana,Eladio Carrión,S
T2_TRAIN_0667,La Media Vuelta,Luis Miguel,S
T2_TRAIN_0668,Sigue tu camino,Oscar D'León,V
T2_TRAIN_0669,Házmelo Otra Vez,Bea Pelea,S
T2_TRAIN_0670,Es la Medianoche,Luis Alberto Spinetta,NR
T2_TRAIN_0671,Noche de Entierro (Remix),"Luny Tunes (Ft. Arcángel, Daddy Yankee, De La Ghetto, Héctor “El Father”, Ivy Queen, Randy & Tonny Tun Tun)",S
T2_TRAIN_0672,Mujer de Piedra,Gerardo Ortiz,NR
T2_TRAIN_0673,La Incondicional,Luis Miguel,NR
T2_TRAIN_0674,Los Hombres No Lloran,Cazzu,NR
T2_TRAIN_0675,Toloache Pa’ Mi Negra,Panteón Rococó,H
T2_TRAIN_0676,Costear,JHAYCO & Almighty,S
T2_TRAIN_0677,No Me Doy por Vencido,Luis Fonsi,NR
T2_TRAIN_0678,Bella Sin Alma,Riccardo Cocciante,S
T2_TRAIN_0679,El Dia Que Me Quieras,Carlos Gardel,V
T2_TRAIN_0680,Me Prefieres A Mí (Remix),Arcángel (Ft. Don Omar),S
T2_TRAIN_0681,El Amar y El Querer,José José,V
T2_TRAIN_0682,Pa’ Romper La Discoteca,Farruko (Ft. Daddy Yankee & Yomo),S
T2_TRAIN_0683,Shaky Shaky,Daddy Yankee,S
T2_TRAIN_0684,El Caballo Blanco,José Alfredo Jiménez,NR
T2_TRAIN_0685,Pobre Diabla,Don Omar,V
T2_TRAIN_0686,Desesperado,José José,H
T2_TRAIN_0687,Arrepentido,Sôber,NR
T2_TRAIN_0688,ELLA SABE,Ramma,NR
T2_TRAIN_0689,Sin tu amor,Alacranes Musical,NR
T2_TRAIN_0690,Te Voy a Hacer Feliz,Mariano Civico,NR
T2_TRAIN_0691,Salgo Sin Ti,"Robert Morr, David Marley & Yasiris",NR
T2_TRAIN_0692,No Digas No,Niña Pastori,NR
T2_TRAIN_0693,El son del dolor,Cuca,S
T2_TRAIN_0694,Con Silenciador,El Alfa (Ft. Anuel AA),S
T2_TRAIN_0695,Corazones Rojos,Los Prisioneros,V
T2_TRAIN_0696,Ella No Es Tuya,Rochy RD,NR
T2_TRAIN_0697,Alta Gama,Equipo Crema,H
T2_TRAIN_0698,La Raja De Tu Falda,Estopa,S
T2_TRAIN_0699,No Tengas Miedo,Rayden,NR
T2_TRAIN_0700,Cenizas,Nicolás Jaar,NR
T2_TRAIN_0701,La Trayectoria (Mas Flow Family),"Luny Tunes (Ft. Don Omar, Héctor “El Father”, Joan & O'Neill & Wibal Y Alex)",V
T2_TRAIN_0702,La Chica Sexy,Sandy & Papo Mc,S
T2_TRAIN_0703,Intentalo,Maluma,S
T2_TRAIN_0704,Mundo de Piedra,Canserbero,V
T2_TRAIN_0705,Cuándo,Ricardo Arjona,H
T2_TRAIN_0706,La Papa,Valentín Elizalde,S
T2_TRAIN_0707,Nos Faltó Tiempo,Ricardo Darín,NR
T2_TRAIN_0708,El moro de cumpas,Vicente Fernández,NR
T2_TRAIN_0709,La raza contenta,El Tigrillo Palma,S
T2_TRAIN_0710,Por fin,Pablo Alborán,NR
T2_TRAIN_0711,La Viuda Negra,La Zista (Ft. Ele A El Dominio),V
T2_TRAIN_0712,Se Reveló,Luigi 21 Plus,H
T2_TRAIN_0713,El Gavilán Pollero,Alicia Villarreal,NR
T2_TRAIN_0714,La Última Vez,Anuel AA & Bad Bunny,S
T2_TRAIN_0715,Si El Norte Fuera El Sur,Ricardo Arjona,V
T2_TRAIN_0716,Queriendo y no,Juan Gabriel,NR
T2_TRAIN_0717,Yo no sé (Remix),El Che (Ft. Ele A El Dominio & Lito Kirino),S
T2_TRAIN_0718,Matar o Morir,Aczino,NR
T2_TRAIN_0719,Que Vuelva,Ele A El Dominio,S
T2_TRAIN_0720,Eres Mi Droga,Intocable,NR
T2_TRAIN_0721,Dile a Él,Rauw Alejandro,S
T2_TRAIN_0722,El Desterrado,Jorge Negrete,NR
T2_TRAIN_0723,La Bebecita*,Casper Mágico & Anuel AA,S
T2_TRAIN_0724,Pétasse,Sofos,S
T2_TRAIN_0725,Sabiendo que el final,TheDaMar,NR
T2_TRAIN_0726,Perra Soledad,Tierra Cali,H
T2_TRAIN_0727,Dos hombres Y Un Destino,Bustamante & Alex,S
T2_TRAIN_0728,Bajo La Mesa,Morat & Sebastián Yatra,NR
T2_TRAIN_0729,Arriba Las Manos,Pekeño 77 & C.R.O (Bardero$),S
T2_TRAIN_0730,La Suegra,Banda Machos,H
T2_TRAIN_0731,La Barca,Luis Miguel,NR
T2_TRAIN_0732,La Parcela,Antony Santos,S
T2_TRAIN_0733,Antihéroe,Tino el Pingüino,V
T2_TRAIN_0734,WOW BB,"NATTI NATASHA, El Alfa & Chimbala",S
T2_TRAIN_0735,El Malagradecido,Los Nandez,V
T2_TRAIN_0736,Se Terminó,LIT killah (Ft. Kodigo),NR
T2_TRAIN_0737,Este Terco Corazón,Emmanuel,V
T2_TRAIN_0738,La Mentira,Brytiago & Rafa Pabön,S
T2_TRAIN_0739,La Cita,Galy Galiano,NR
T2_TRAIN_0740,Fabricando Fantasias,Tito Nieves,NR
T2_TRAIN_0741,Clave Privada,El Puma De Sinaloa,S
T2_TRAIN_0742,SI TÚ SUPIERAS,Feid,S
T2_TRAIN_0743,Caprichos De Mujer,Los Acosta,NR
T2_TRAIN_0744,Te he de olvidar,Los Tigres Del Norte,NR
T2_TRAIN_0745,El Padre Antonio y El Monaguillo Andrés,Rubén Blades y Seis del Solar,NR
T2_TRAIN_0746,Me Fallaste,Eddie Santiago,S
T2_TRAIN_0747,De Vez En Mes,Ricardo Arjona,S
T2_TRAIN_0748,Prefiero,Antílopez,H
T2_TRAIN_0749,Marinero,Maluma,NR
T2_TRAIN_0750,Mentiras,Daniela Romo,NR
T2_TRAIN_0751,Loco Contigo,DJ Snake & J Balvin (Ft. Tyga),S
T2_TRAIN_0752,Sentido Común,Molotov,S
T2_TRAIN_0753,Cuestión de suerte,Natalia Lacunza,NR
T2_TRAIN_0754,Amor limosnero,Joan Sebastian,NR
T2_TRAIN_0755,Cachichen,Davus & Reillo's Rake,NR
T2_TRAIN_0756,Nota de Pasión,Don Miguelo,NR
T2_TRAIN_0757,La Modelo,Ozuna (Ft. Cardi B),S
T2_TRAIN_0758,Plakito (Remix),Yandel (Ft. Farruko & Gadiel),S
T2_TRAIN_0759,​la glock,Corina Smith,V
T2_TRAIN_0760,Mujer Infiel,Raulin Rodriguez,H
T2_TRAIN_0761,La Torre De Babel,Los Tres,NR
T2_TRAIN_0762,Ella es una G,C.R.O (Bardero$) (Ft. Duki),S
